,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
532,688385.SH,20220711,61.38,65.55,60.55,64.66,62.18,2.48,3.9884,55126.26,348082.967
533,688385.SH,20220708,63.29,63.85,61.38,62.18,62.99,-0.81,-1.2859,35804.62,222689.357
534,688385.SH,20220707,65.81,66.0,62.68,62.99,65.65,-2.66,-4.0518,41562.49,264272.307
535,688385.SH,20220706,62.15,67.4,60.28,65.65,62.0,3.65,5.8871,60434.9,394331.127
536,688385.SH,20220705,63.92,64.32,61.1,62.0,63.97,-1.97,-3.0796,34737.27,216226.992
537,688385.SH,20220704,62.51,64.16,60.58,63.97,63.29,0.68,1.0744,40837.75,256232.614
538,688385.SH,20220701,64.66,65.42,61.91,63.29,65.19,-1.9,-2.9146,53634.2,336958.698
539,688385.SH,20220630,63.59,66.8,63.59,65.19,64.74,0.45,0.6951,47597.26,309895.441
540,688385.SH,20220629,64.79,68.62,64.0,64.74,65.35,-0.61,-0.9334,79467.03,528851.98
541,688385.SH,20220628,63.5,66.38,62.9,65.35,62.99,2.36,3.7466,52205.82,339229.311
542,688385.SH,20220627,62.07,64.4,60.09,62.99,62.22,0.77,1.2375,74165.02,462106.59
543,688385.SH,20220624,62.1,63.6,61.0,62.22,61.4,0.82,1.3355,79865.66,495350.723
544,688385.SH,20220623,57.3,62.39,57.3,61.4,56.95,4.45,7.8139,99421.44,605092.809
545,688385.SH,20220622,53.93,58.17,53.28,56.95,53.93,3.02,5.5999,106847.35,604440.007
546,688385.SH,20220621,51.41,54.54,50.8,53.93,51.47,2.46,4.7795,73870.9,393180.733
547,688385.SH,20220620,52.22,52.52,50.21,51.47,51.5,-0.03,-0.0583,43050.49,221312.299
548,688385.SH,20220617,51.09,53.02,50.6,51.5,51.45,0.05,0.0972,38663.61,200605.704
549,688385.SH,20220616,50.97,53.1,50.41,51.45,50.71,0.74,1.4593,37633.13,195197.26
550,688385.SH,20220615,51.0,52.73,50.71,50.71,51.2,-0.49,-0.957,42945.14,221355.43
551,688385.SH,20220614,53.2,53.2,49.25,51.2,53.75,-2.55,-4.7442,67947.65,344392.523
552,688385.SH,20220613,54.19,55.6,52.97,53.75,55.05,-1.3,-2.3615,47779.88,258414.221
553,688385.SH,20220610,53.16,55.43,52.85,55.05,53.95,1.1,2.0389,66169.0,357684.549
554,688385.SH,20220609,56.65,57.03,53.25,53.95,57.17,-3.22,-5.6323,51853.14,282812.229
555,688385.SH,20220608,57.0,58.21,55.4,57.17,57.2,-0.03,-0.0524,46991.6,266782.807
556,688385.SH,20220607,57.44,58.45,55.46,57.2,57.22,-0.02,-0.035,55528.03,315507.449
557,688385.SH,20220606,53.2,58.46,53.0,57.22,52.46,4.76,9.0736,99614.67,555857.118
558,688385.SH,20220602,50.2,52.75,49.78,52.46,50.35,2.11,4.1907,57713.04,300346.71
559,688385.SH,20220601,50.77,52.66,49.92,50.35,51.29,-0.94,-1.8327,41855.06,214638.157
560,688385.SH,20220531,50.84,51.66,48.5,51.29,50.97,0.32,0.6278,46348.46,232192.904
561,688385.SH,20220530,50.35,51.4,49.28,50.97,50.25,0.72,1.4328,31435.91,159326.487
562,688385.SH,20220527,51.5,52.16,49.66,50.25,51.2,-0.95,-1.8555,39582.21,200717.823
563,688385.SH,20220526,52.65,53.35,50.85,51.2,52.58,-1.38,-2.6246,41707.06,215780.116
564,688385.SH,20220525,52.52,53.5,51.7,52.58,52.89,-0.31,-0.5861,33771.93,177670.584
565,688385.SH,20220524,55.54,55.8,52.2,52.89,55.99,-3.1,-5.5367,47846.78,257035.39
566,688385.SH,20220523,54.59,56.95,53.58,55.99,54.36,1.63,2.9985,44399.55,245472.146
567,688385.SH,20220520,52.16,54.6,51.38,54.36,52.16,2.2,4.2178,59157.15,315393.192
568,688385.SH,20220519,52.0,52.97,50.93,52.16,52.4,-0.24,-0.458,45788.46,237179.122
569,688385.SH,20220518,53.99,54.45,51.47,52.4,54.0,-1.6,-2.963,43231.29,227383.295
570,688385.SH,20220517,50.95,55.0,50.56,54.0,51.02,2.98,5.8408,54488.67,290184.19
571,688385.SH,20220516,54.02,54.85,49.99,51.02,53.52,-2.5,-4.6712,49508.16,257716.499
572,688385.SH,20220513,52.38,54.1,51.8,53.52,52.2,1.32,2.5287,38950.96,206909.762
573,688385.SH,20220512,50.77,53.95,49.19,52.2,51.67,0.53,1.0257,63910.27,329865.854
574,688385.SH,20220511,54.62,56.31,51.5,51.67,54.62,-2.95,-5.401,84000.01,448832.913
575,688385.SH,20220510,53.13,56.33,53.13,54.62,54.42,0.2,0.3675,39877.95,220107.951
576,688385.SH,20220509,56.05,57.27,54.14,54.42,57.0,-2.58,-4.5263,34299.46,190361.958
577,688385.SH,20220506,56.67,58.5,55.4,57.0,57.9,-0.9,-1.5544,27735.16,157571.65
578,688385.SH,20220505,55.1,59.88,54.81,57.9,55.54,2.36,4.2492,43480.97,252588.376
579,688385.SH,20220429,54.54,56.43,52.9,55.54,54.0,1.54,2.8519,37956.14,209481.839
580,688385.SH,20220428,56.3,56.99,52.66,54.0,57.28,-3.28,-5.7263,51855.16,281722.912
581,688385.SH,20220427,51.57,58.98,50.66,57.28,52.59,4.69,8.918,48946.59,270814.004
582,688385.SH,20220426,50.42,54.59,49.57,52.59,50.4,2.19,4.3452,44990.93,237730.014
583,688385.SH,20220425,51.78,52.95,50.25,50.4,53.23,-2.83,-5.3166,32163.67,165536.399
584,688385.SH,20220422,52.8,54.44,51.0,53.23,53.6,-0.37,-0.6903,37811.0,198688.706
585,688385.SH,20220421,54.11,55.93,53.02,53.6,54.62,-1.02,-1.8674,35491.56,192846.149
586,688385.SH,20220420,55.66,58.6,54.0,54.62,56.27,-1.65,-2.9323,65824.49,367827.188
587,688385.SH,20220419,53.0,56.38,52.0,56.27,54.02,2.25,4.1651,54064.76,292084.269
588,688385.SH,20220418,48.58,54.88,48.05,54.02,48.75,5.27,10.8103,54218.44,281024.312
589,688385.SH,20220415,48.1,50.78,47.3,48.75,49.21,-0.46,-0.9348,26212.85,128910.415
590,688385.SH,20220414,49.42,50.49,47.19,49.21,48.8,0.41,0.8402,38243.27,186420.128
591,688385.SH,20220413,51.21,51.47,48.8,48.8,51.21,-2.41,-4.7061,24555.65,122468.886
592,688385.SH,20220412,48.4,51.89,47.9,51.21,48.65,2.56,5.2621,48504.43,245268.162
593,688385.SH,20220411,49.8,50.35,47.92,48.65,51.01,-2.36,-4.6265,31066.72,152171.801
594,688385.SH,20220408,50.4,51.99,49.45,51.01,50.1,0.91,1.8164,43641.93,222030.646
595,688385.SH,20220407,51.39,51.87,50.0,50.1,52.02,-1.92,-3.6909,36711.94,186620.717
596,688385.SH,20220406,52.8,53.33,49.91,52.02,52.8,-0.78,-1.4773,89246.88,459242.542
597,688385.SH,20220401,48.2,54.19,48.2,52.8,45.16,7.64,16.9176,149973.2,785308.869
598,688385.SH,20220331,44.78,47.6,44.43,45.16,45.06,0.1,0.2219,39399.28,181751.09
599,688385.SH,20220330,42.5,45.29,42.5,45.06,42.42,2.64,6.2235,30135.3,133260.907
600,688385.SH,20220329,45.0,45.19,42.34,42.42,45.12,-2.7,-5.984,30246.25,131721.067
601,688385.SH,20220328,44.8,45.38,42.98,45.12,44.79,0.33,0.7368,29617.93,130032.458
602,688385.SH,20220325,45.35,46.2,44.1,44.79,45.36,-0.57,-1.2566,25540.39,114931.237
603,688385.SH,20220324,46.05,46.58,45.22,45.36,46.3,-0.94,-2.0302,22897.44,104568.928
604,688385.SH,20220323,46.82,46.83,45.11,46.3,46.61,-0.31,-0.6651,29866.25,137023.622
605,688385.SH,20220322,46.82,47.5,45.83,46.61,46.9,-0.29,-0.6183,29052.01,134975.469
606,688385.SH,20220321,45.01,47.48,43.78,46.9,45.02,1.88,4.1759,60193.2,279066.064
607,688385.SH,20220318,44.0,45.4,43.12,45.02,44.77,0.25,0.5584,34689.34,153268.383
608,688385.SH,20220317,45.58,47.6,44.36,44.77,45.58,-0.81,-1.7771,53987.5,248783.142
609,688385.SH,20220316,45.0,45.91,41.9,45.58,45.0,0.58,1.2889,71767.72,316139.375
610,688385.SH,20220315,44.94,46.88,43.52,45.0,45.21,-0.21,-0.4645,61394.65,278500.836
611,688385.SH,20220314,45.42,47.78,43.88,45.21,45.42,-0.21,-0.4624,59747.87,273447.859
612,688385.SH,20220311,43.21,45.52,43.05,45.42,44.1,1.32,2.9932,47604.53,213460.18
613,688385.SH,20220310,45.0,45.49,43.85,44.1,43.49,0.61,1.4026,63603.28,283081.52
614,688385.SH,20220309,41.84,43.56,40.8,43.49,41.7,1.79,4.2926,66719.41,284785.913
615,688385.SH,20220308,41.5,42.99,41.07,41.7,41.63,0.07,0.1681,62498.32,262884.246
616,688385.SH,20220307,41.33,42.49,41.3,41.63,42.03,-0.4,-0.9517,26535.89,111023.9
617,688385.SH,20220304,41.87,43.21,41.46,42.03,42.41,-0.38,-0.896,31121.71,131857.403
618,688385.SH,20220303,43.19,43.6,41.91,42.41,43.4,-0.99,-2.2811,39058.56,165615.126
619,688385.SH,20220302,42.55,44.01,41.88,43.4,43.0,0.4,0.9302,47032.69,201850.183
620,688385.SH,20220301,40.67,43.09,40.66,43.0,40.75,2.25,5.5215,66525.32,278308.704
621,688385.SH,20220228,40.02,41.48,39.78,40.75,40.0,0.75,1.875,41109.46,167354.358
622,688385.SH,20220225,40.59,41.27,39.71,40.0,39.39,0.61,1.5486,62462.77,252873.13
623,688385.SH,20220224,38.9,40.35,38.51,39.39,38.93,0.46,1.1816,71155.7,281057.729
624,688385.SH,20220223,37.36,39.64,37.36,38.93,37.29,1.64,4.398,66123.24,257606.137
625,688385.SH,20220222,37.24,37.97,36.34,37.29,37.56,-0.27,-0.7188,23993.9,88873.917
626,688385.SH,20220221,37.79,37.94,37.15,37.56,37.56,0.0,0.0,16957.27,63512.323
627,688385.SH,20220218,37.49,37.59,36.85,37.56,37.69,-0.13,-0.3449,26435.53,98233.202
628,688385.SH,20220217,37.8,38.65,37.5,37.69,38.21,-0.52,-1.3609,26501.55,100742.996
629,688385.SH,20220216,38.76,38.77,37.81,38.21,37.99,0.22,0.5791,20754.75,79200.749
630,688385.SH,20220215,36.08,38.0,36.07,37.99,36.33,1.66,4.5692,33643.72,125701.285
631,688385.SH,20220214,35.68,37.0,35.0,36.33,36.1,0.23,0.6371,19521.87,70890.46
632,688385.SH,20220211,37.5,37.83,35.99,36.1,37.53,-1.43,-3.8103,35377.29,129253.2
633,688385.SH,20220210,38.55,39.14,37.21,37.53,38.29,-0.76,-1.9849,33940.11,128501.523
634,688385.SH,20220209,38.74,38.95,37.3,38.29,38.69,-0.4,-1.0339,33784.07,128259.839
635,688385.SH,20220208,37.48,39.28,37.11,38.69,37.48,1.21,3.2284,45818.82,175823.736
636,688385.SH,20220207,39.45,39.45,36.91,37.48,39.22,-1.74,-4.4365,59717.22,224404.659
637,688385.SH,20220128,40.11,40.77,38.49,39.22,39.26,-0.04,-0.1019,25874.43,102156.252
638,688385.SH,20220127,40.02,41.12,39.08,39.26,40.71,-1.45,-3.5618,18585.02,73733.575
639,688385.SH,20220126,40.31,41.5,39.1,40.71,40.92,-0.21,-0.5132,17852.99,72128.274
640,688385.SH,20220125,40.92,41.54,39.8,40.92,40.95,-0.03,-0.0733,18051.21,73124.619
641,688385.SH,20220124,40.5,41.28,40.21,40.95,40.41,0.54,1.3363,12356.1,50392.187
642,688385.SH,20220121,40.9,41.58,39.9,40.41,41.16,-0.75,-1.8222,35884.68,144976.855
643,688385.SH,20220120,42.85,43.35,40.97,41.16,42.99,-1.83,-4.2568,28377.42,118742.639
644,688385.SH,20220119,44.49,45.0,42.5,42.99,44.49,-1.5,-3.3715,24053.37,103861.014
645,688385.SH,20220118,45.48,45.93,44.2,44.49,45.43,-0.94,-2.0691,19267.26,86903.54
646,688385.SH,20220117,44.7,45.48,44.02,45.43,44.35,1.08,2.4352,16578.48,74538.6
647,688385.SH,20220114,43.75,45.18,43.62,44.35,44.14,0.21,0.4758,14428.62,64336.994
648,688385.SH,20220113,43.88,44.66,43.7,44.14,44.39,-0.25,-0.5632,13486.48,59619.022
649,688385.SH,20220112,43.19,44.73,43.0,44.39,42.84,1.55,3.6181,24872.62,109528.297
650,688385.SH,20220111,43.44,44.3,42.69,42.84,43.61,-0.77,-1.7657,20677.95,89801.184
651,688385.SH,20220110,43.67,44.38,42.6,43.61,43.6,0.01,0.0229,23573.01,102774.856
652,688385.SH,20220107,44.99,45.45,43.0,43.6,44.99,-1.39,-3.0896,25121.48,110328.057
653,688385.SH,20220106,45.19,45.95,44.01,44.99,45.44,-0.45,-0.9903,25002.57,112222.604
654,688385.SH,20220105,48.65,48.75,45.25,45.44,48.46,-3.02,-6.2319,37734.09,174040.635
655,688385.SH,20220104,50.3,50.53,48.33,48.46,50.34,-1.88,-3.7346,24503.13,119689.773
656,688385.SH,20211231,51.4,51.4,49.2,50.34,51.0,-0.66,-1.2941,22138.08,111170.063
657,688385.SH,20211230,50.1,52.29,49.68,51.0,50.1,0.9,1.7964,34456.76,176640.951
658,688385.SH,20211229,50.9,51.29,49.62,50.1,51.15,-1.05,-2.0528,18939.24,95199.529
659,688385.SH,20211228,52.47,52.47,50.89,51.15,52.19,-1.04,-1.9927,22119.16,113523.321
660,688385.SH,20211227,49.37,52.38,49.37,52.19,50.16,2.03,4.047,27812.37,143630.776
661,688385.SH,20211224,52.43,53.1,49.8,50.16,53.02,-2.86,-5.3942,27114.94,137910.817
662,688385.SH,20211223,52.9,53.35,52.28,53.02,53.07,-0.05,-0.0942,17804.15,94077.211
663,688385.SH,20211222,50.43,53.31,50.2,53.07,50.42,2.65,5.2559,38884.46,204679.207
664,688385.SH,20211221,47.7,50.97,47.7,50.42,47.82,2.6,5.4371,24495.8,120342.402
665,688385.SH,20211220,49.11,49.9,47.74,47.82,49.11,-1.29,-2.6268,20966.76,101658.451
666,688385.SH,20211217,52.08,52.5,49.1,49.11,52.77,-3.66,-6.9358,35987.97,180672.62
667,688385.SH,20211216,52.39,53.46,51.88,52.77,52.3,0.47,0.8987,30139.48,158544.287
668,688385.SH,20211215,51.05,53.62,50.87,52.3,51.26,1.04,2.0289,29947.61,157657.95
669,688385.SH,20211214,49.52,51.49,49.52,51.26,50.27,0.99,1.9694,19817.98,100542.439
670,688385.SH,20211213,49.41,50.68,49.41,50.27,49.8,0.47,0.9438,16346.63,81994.861
671,688385.SH,20211210,49.79,50.98,49.3,49.8,49.64,0.16,0.3223,18421.12,92293.18
672,688385.SH,20211209,49.0,49.82,48.42,49.64,49.1,0.54,1.0998,23602.94,116309.359
673,688385.SH,20211208,48.03,49.78,48.0,49.1,48.03,1.07,2.2278,27372.02,134357.802
674,688385.SH,20211207,51.01,51.01,47.43,48.03,50.09,-2.06,-4.1126,42886.32,208283.953
675,688385.SH,20211206,51.71,52.0,49.66,50.09,52.14,-2.05,-3.9317,37495.11,188800.791
676,688385.SH,20211203,52.1,53.78,51.7,52.14,51.93,0.21,0.4044,36304.04,190130.646
677,688385.SH,20211202,52.53,53.4,50.81,51.93,53.2,-1.27,-2.3872,33297.77,172606.256
678,688385.SH,20211201,54.51,55.86,52.55,53.2,54.54,-1.34,-2.4569,37068.64,199422.213
679,688385.SH,20211130,52.91,56.0,52.9,54.54,52.57,1.97,3.7474,48020.18,262687.655
680,688385.SH,20211129,50.93,52.95,50.68,52.57,51.81,0.76,1.4669,30849.43,161075.114
681,688385.SH,20211126,54.1,54.66,51.63,51.81,54.4,-2.59,-4.761,45147.17,237124.111
682,688385.SH,20211125,54.5,55.38,52.8,54.4,53.97,0.43,0.7967,36778.12,198837.958
683,688385.SH,20211124,54.29,57.88,53.57,53.97,54.4,-0.43,-0.7904,68936.55,383512.755
684,688385.SH,20211123,52.89,54.97,52.16,54.4,52.9,1.5,2.8355,64313.59,346616.348
685,688385.SH,20211122,49.38,53.53,49.38,52.9,49.51,3.39,6.8471,66784.42,349336.44
686,688385.SH,20211119,49.9,50.98,49.42,49.51,50.06,-0.55,-1.0987,33346.96,166965.894
687,688385.SH,20211118,52.08,52.88,49.79,50.06,52.75,-2.69,-5.0995,44420.52,226560.106
688,688385.SH,20211117,50.3,54.13,50.23,52.75,51.0,1.75,3.4314,56587.82,295682.189
689,688385.SH,20211116,51.0,51.14,48.41,51.0,51.01,-0.01,-0.0196,49666.13,247103.846
690,688385.SH,20211115,49.99,51.79,49.11,51.01,50.27,0.74,1.4721,52779.66,266583.224
691,688385.SH,20211112,49.89,51.45,49.5,50.27,50.19,0.08,0.1594,55793.88,281214.972
692,688385.SH,20211111,47.91,52.52,47.5,50.19,48.05,2.14,4.4537,87245.92,437422.076
693,688385.SH,20211110,48.92,48.97,47.2,48.05,48.16,-0.11,-0.2284,42155.68,202139.05
694,688385.SH,20211109,45.31,48.81,44.8,48.16,45.22,2.94,6.5015,88775.53,420108.621
695,688385.SH,20211108,45.63,45.63,42.51,45.22,46.05,-0.83,-1.8024,66048.0,290713.482
696,688385.SH,20211105,46.49,48.34,45.54,46.05,45.96,0.09,0.1958,46122.74,215199.004
697,688385.SH,20211104,46.89,47.48,45.41,45.96,46.67,-0.71,-1.5213,53395.99,247404.452
698,688385.SH,20211103,48.23,49.4,46.4,46.67,48.14,-1.47,-3.0536,44013.9,208924.522
699,688385.SH,20211102,48.3,49.0,46.66,48.14,47.82,0.32,0.6692,60552.98,290483.116
700,688385.SH,20211101,45.96,48.3,45.83,47.82,46.45,1.37,2.9494,56838.29,269531.871
701,688385.SH,20211029,45.27,48.56,45.2,46.45,45.33,1.12,2.4708,72262.1,340955.851
702,688385.SH,20211028,48.93,48.93,44.76,45.33,48.6,-3.27,-6.7284,91785.45,422373.155
703,688385.SH,20211027,50.8,50.95,47.5,48.6,50.78,-2.18,-4.293,96602.43,473246.512
704,688385.SH,20211026,47.5,51.63,46.01,50.78,43.6,7.18,16.4679,168165.23,822494.683
705,688385.SH,20211025,42.5,43.6,41.81,43.6,42.71,0.89,2.0838,34769.78,148514.646
706,688385.SH,20211022,43.41,44.26,42.41,42.71,43.41,-0.7,-1.6125,40330.37,174464.288
707,688385.SH,20211021,44.88,44.88,43.03,43.41,44.24,-0.83,-1.8761,44076.34,191833.383
708,688385.SH,20211020,43.16,44.56,42.84,44.24,42.9,1.34,3.1235,56209.2,246795.355
709,688385.SH,20211019,42.7,44.99,42.49,42.9,43.07,-0.17,-0.3947,75332.87,329344.852
710,688385.SH,20211018,41.25,43.18,40.32,43.07,41.69,1.38,3.3101,72903.23,306037.514
711,688385.SH,20211015,38.71,42.2,38.09,41.69,38.17,3.52,9.2219,82962.52,339954.594
712,688385.SH,20211014,38.58,39.15,38.02,38.17,38.49,-0.32,-0.8314,17325.27,66683.724
713,688385.SH,20211013,37.0,38.7,36.66,38.49,37.0,1.49,4.027,30717.99,116530.291
714,688385.SH,20211012,39.52,39.52,36.0,37.0,39.52,-2.52,-6.3765,43976.99,164682.804
715,688385.SH,20211011,39.41,40.18,39.2,39.52,39.45,0.07,0.1774,21366.84,84644.359
716,688385.SH,20211008,39.2,40.14,38.92,39.45,38.55,0.9,2.3346,30587.54,120662.843
717,688385.SH,20210930,38.69,38.88,38.2,38.55,38.22,0.33,0.8634,21708.32,83661.128
718,688385.SH,20210929,38.92,39.68,37.9,38.22,39.75,-1.53,-3.8491,33054.15,127685.767
719,688385.SH,20210928,38.67,40.66,38.67,39.75,38.99,0.76,1.9492,47871.67,190818.729
720,688385.SH,20210927,37.1,40.7,37.1,38.99,37.55,1.44,3.8349,68149.09,267109.515
721,688385.SH,20210924,38.6,39.69,37.4,37.55,38.8,-1.25,-3.2216,46849.16,181486.239
722,688385.SH,20210923,39.01,39.63,38.3,38.8,38.99,-0.19,-0.4873,41985.8,163441.621
723,688385.SH,20210922,37.6,39.64,36.82,38.99,37.78,1.21,3.2028,61831.18,239855.128
724,688385.SH,20210917,36.89,38.28,36.84,37.78,36.78,1.0,2.7189,42103.23,157873.009
725,688385.SH,20210916,38.8,39.26,36.45,36.78,39.0,-2.22,-5.6923,63079.04,237782.082
726,688385.SH,20210915,40.25,40.25,38.66,39.0,40.16,-1.16,-2.8884,51058.96,200238.627
727,688385.SH,20210914,40.51,41.36,39.84,40.16,40.9,-0.74,-1.8093,46463.13,188574.776
728,688385.SH,20210913,42.77,42.77,40.88,40.9,43.07,-2.17,-5.0383,55143.73,228183.062
729,688385.SH,20210910,43.3,44.23,42.27,43.07,42.85,0.22,0.5134,50638.57,219284.543
730,688385.SH,20210909,45.6,45.6,42.8,42.85,45.65,-2.8,-6.1336,83081.01,362947.386
731,688385.SH,20210908,45.8,46.25,45.3,45.65,45.67,-0.02,-0.0438,31933.27,146088.674
732,688385.SH,20210907,46.11,46.7,45.66,45.67,46.6,-0.93,-1.9957,34908.43,160665.841
733,688385.SH,20210906,45.31,46.66,45.22,46.6,45.45,1.15,2.5303,46791.48,215515.208
734,688385.SH,20210903,45.22,45.95,44.3,45.45,45.22,0.23,0.5086,47661.91,215078.597
735,688385.SH,20210902,47.21,47.31,44.85,45.22,47.33,-2.11,-4.4581,72734.75,332000.434
736,688385.SH,20210901,46.95,48.12,45.88,47.33,47.1,0.23,0.4883,51454.55,242848.302
737,688385.SH,20210831,46.01,47.3,45.13,47.1,45.97,1.13,2.4581,51106.22,236898.138
738,688385.SH,20210830,47.6,48.46,45.8,45.97,47.86,-1.89,-3.949,79080.61,371195.544
739,688385.SH,20210827,49.46,50.1,47.1,47.86,49.46,-1.6,-3.2349,92123.67,443142.485
740,688385.SH,20210826,51.4,51.97,49.33,49.46,51.9,-2.44,-4.7013,61735.23,312220.389
741,688385.SH,20210825,52.9,54.9,51.0,51.9,52.12,-0.22,-0.4221,95722.96,503808.25
742,688385.SH,20210824,51.5,53.08,50.52,52.12,51.89,0.23,0.4432,105383.37,543807.077
743,688385.SH,20210823,50.58,53.49,49.3,51.89,50.42,1.47,2.9155,120533.27,628475.118
744,688385.SH,20210820,48.3,51.55,48.0,50.42,48.9,1.52,3.1084,100338.97,503640.184
745,688385.SH,20210819,47.81,49.9,46.58,48.9,48.7,0.2,0.4107,73251.38,355233.693
746,688385.SH,20210818,48.88,50.9,48.3,48.7,48.8,-0.1,-0.2049,74168.64,365370.597
747,688385.SH,20210817,49.2,51.71,48.51,48.8,47.85,0.95,1.9854,111029.48,556379.752
748,688385.SH,20210816,48.01,50.99,45.72,47.85,49.02,-1.17,-2.3868,140147.03,680562.008
749,688385.SH,20210813,53.89,53.89,48.81,49.02,54.13,-5.11,-9.4402,166083.53,843736.979
750,688385.SH,20210812,53.05,55.66,52.61,54.13,53.49,0.64,1.1965,111972.15,607265.414
751,688385.SH,20210811,52.31,54.49,52.2,53.49,52.9,0.59,1.1153,94152.12,501200.781
752,688385.SH,20210810,54.5,55.0,51.6,52.9,55.19,-2.29,-4.1493,137643.73,732951.689
753,688385.SH,20210809,53.2,56.88,51.81,55.19,55.18,0.01,0.0181,162985.06,882817.965
754,688385.SH,20210806,58.18,60.98,54.3,55.18,58.3,-3.12,-5.3516,269899.78,1546378.509
755,688385.SH,20210805,54.53,62.2,52.02,58.3,55.9,2.4,4.2934,393699.82,2223264.525
756,688385.SH,20210804,53.51,58.2,50.65,55.9,6.23,49.67,797.2713,607127.46,3247786.33
